eggNOG	KO
COG3014	K09859
COG2829	K01058
COG1926	K07100
COG1144	K00171
29RTX	K06908
COG0338	K06223
COG1401	K07452
COG2958	K09805
arCOG06575	K01155
COG4866	K01163
COG0610	K01153
COG0286	K03427
COG3654	K07341
COG2088	K06412
2E2ZT	K06423
COG1728	K09770
2EKYS	K06317
COG1811	K07150
COG3880	K19411
COG1584	K07034
COG3688	K06962
29HQ2	K06294
COG3766	K08989
2E8H8	K02241
2EH5C	K07723
COG2337	K07171
COG1001	K01486
COG3403	K09190
COG1533	K03716
COG1712	K06989
COG1312	K01686
COG2309	K19689
COG3859	K16789
COG1823	K06956
COG2514	K07104
COG3973	K03657
2CA96	K06336
2ETXD	K19433
COG4294	K13281
COG2978	K12942
COG1535	K01252
COG3919	K17810
COG1963	K09775
COG1575	K02548
COG1165	K02551
COG0447	K01661
2DBIQ	K06308
2E3SP	K06426
COG1039	K03471
COG1648	K02304
COG3773	K01449
COG2145	K00878
COG4492	K06209
2BYGR	K06328
29QV3	K06422
COG3191	K01266
COG5663	K05967
COG1878	K07130
2C2CG	K06394
2AJAE	K06397
COG1315	K09749
COG0146	K01474
COG1785	K01077
COG3478	K07069
COG1954	K02443
COG4242	K13282
COG2372	K07156
COG3735	K09973
COG2819	K07017
COG2155	K09779
COG2364	K07149
COG4145	K14392
2DA30	K06440
COG3717	K01815
2DBJR	K06297
COG2073	K02189
COG5146	K09680
COG3443	K09815
COG1406	K03409
COG3359	K07502
COG2738	K06973
2E4ES	K06285
COG1015	K01839
28KNZ	K06308
2B02J	K11619
COG2268	K07192
COG1480	K07037
COG1030	K07403
COG2359	K06416
COG1904	K01812
COG3599	K04074
2BGBJ	K06383
COG4365	K22136
COG2322	K08976
COG2311	K07148
COG4903	K02250
2C93X	K02423
2AGCB	K02116
2AUKD	K06387
2A3YB	K06314
COG3253	K00435
2CWP1	K06305
COG4362	K00491
COG3435	K00450
COG2317	K01299
COG2111	K05566
28PAR	K04451
KOG1413	K00726
2CM7Y	K15538
28N3G	K15438
KOG1125	K13342
COG5083	K15728
KOG1583	K15278
KOG1739	K08283
2DCEJ	K09282
KOG2879	K06664
KOG3211	K09660
COG1383	K02962
KOG4005	K09027
2CN7H	K00737
28K1D	K12357
2D8PF	K06731
KOG3386	K14686
KOG0674	K08057
COG5227	K12160
KOG3648	K06816
2E7MZ	K10044
COG5117	K14834
28M29	K18462
28P7H	K10894
KOG3488	K09658
KOG4738	K14739
KOG0275	K13111
KOG0277	K13341
COG1471	K02987
2C82A	K08055
KOG3081	K17268
KOG3226	K10803
KOG1933	K12385
KOG4841	K09659
2BNHB	K08522
KOG3364	K17969
KOG4762	K10727
KOG1037	K10798
28KKT	K16461
COG5414	K03132
KOG3133	K13337
KOG2326	K10885
KOG3208	K08495
2C9YP	K15516
2CA1G	K03945
COG5575	K02604
KOG1167	K02214
2E6ID	K05400
KOG0675	K08054
KOG4835	K12592
KOG0764	K15115
KOG4808	K11351
KOG2475	K06628
COG4352	K02873
KOG3875	K13344
KOG2552	K05293
KOG1442	K15279
KOG2417	K22193
2C45P	K10749
2CMUS	K17904
COG5050	K00993
2A0MJ	K14025
KOG3286	K22366
2CUJS	K05357
KOG2543	K02607
KOG3320	K02993
KOG2837	K13102
2D4PH	K22021
KOG3032	K13104
KOG4151	K21991
COG2912	K10301
COG2051	K02978
2DZUE	K18188
KOG3579	K22383
2CMA3	K17455
2CJQU	K05267
COG0731	K15449
29BF9	K10568
2C5JD	K03024
KOG3430	K10418
28K2R	K16463
KOG4637	K02649
2C3P7	K04257
COG2139	K02889
KOG0112	K13190
28M12	K21099
2C2VZ	K08474
KOG2393	K03138
KOG1744	K11252
KOG2836	K18041
KOG1797	K20473
28KA5	K14662
KOG1170	K00901
2ECH1	K04257
KOG1508	K11290
2CMII	K10905
29KPQ	K04257
2D1XQ	K04257
2F7UW	K04257
COG5262	K11251
KOG1721	K09228
KOG4325	K14294
KOG4705	K10744
KOG1055	K04615
KOG3566	K05289
2AV13	K05417
KOG1039	K15687
2D5VE	K13784
28MBD	K01197
29630	K04614
KOG0801	K10694
28VSH	K09447
KOG0485	K09349
KOG4577	K09374
28P1K	K11318
KOG3598	K15162
COG4901	K02975
KOG1862	K18730
2CYRP	K05422
KOG3504	K02905
KOG0040	K06114
2EB9Q	K04257
KOG2192	K12886
28N6C	K07605
2BFR2	K11505
2AX15	K17557
2E2QP	K06566
COG5104	K12821
2CMU3	K04272
COG4830	K02976
2D1YU	K04257
28NJA	K16589
28NR2	K13883
KOG4367	K10649
KOG1074	K19871
2A7TG	K06512
KOG3871	K14797
KOG4106	K17423
COG1717	K02912
COG1911	K02908
COG2125	K02991
2E0NV	K18194
2D24K	K04257
2APIK	K14480
28JNA	K10432
2D1QK	K04257
KOG0896	K10704
2D03B	K05423
COG1599	K07466
COG5178	K12856
KOG0600	K08819
2CT84	K04257
2D2DS	K04257
2CI05	K10271
KOG1932	K03128
28P5G	K04004
KOG3530	K06107
KOG4447	K09069
KOG4149	K17782
KOG2931	K18266
28KJ6	K19031
28KW9	K15214
28P57	K12352
KOG1877	K21842
COG5291	K13989
KOG2908	K03039
KOG2165	K03349
KOG2431	K01230
COG5186	K14376
KOG4302	K16732
KOG3482	K11098
29J8Y	K06087
2C6X7	K00718
KOG0332	K18655
29VJT	K10874
KOG0123	K13126
COG5644	K14567
2CNIV	K10474
KOG2031	K10862
KOG0592	K06276
COG5142	K21841
KOG0315	K08266
KOG3687	K07207
28PHG	K17934
KOG0319	K14555
KOG4009	K03966
29HRY	K10883
KOG3617	K19672
KOG2397	K08288
28JHV	K20733
KOG0269	K20408
KOG3279	K02902
KOG3589	K16449
28TMV	K17258
KOG2715	K21914
COG5236	K22381
COG5054	K17783
28K3H	K17412
KOG4642	K09561
KOG0982	K12485
KOG3205	K12462
COG5537	K06671
KOG4825	K16458
KOG4498	K15717
COG5211	K15544
COG1223	K17681
2C5MM	K16830
KOG3571	K02353
KOG0894	K04554
2C0RC	K21410
KOG4251	K19934
2CZJA	K05154
COG5604	K14833
2CY4C	K05152
2DX97	K06055
2C0ZY	K05461
28HFX	K16533
2BD48	K05237
290N9	K06087
28JZ5	K06087
28K69	K07296
KOG0788	K01611
28NP7	K04275
2CN4W	K04274
28NAJ	K06558
KOG4056	K17770
KOG0749	K05863
KOG4041	K16833
COG1287	K07151
KOG2471	K12607
KOG3905	K10416
COG5232	K12275
28JY9	K04938
28PGH	K10137
KOG3331	K17428
KOG4632	K03961
COG5207	K11836
2AA40	K11110
KOG1415	K05609
2CBEH	K16580
2CJI3	K12390
KOG1428	K10693
KOG3469	K02266
KOG4247	K02435
KOG3481	K17968
COG1369	K03537
28P5M	K16811
KOG2716	K15074
KOG4087	K01047
KOG4205	K14411
KOG0522	K21437
KOG3227	K15623
2E0Z7	K05252
2C3CI	K17590
28KG1	K00280
KOG1042	K02156
KOG3122	K03026
KOG1356	K15601
KOG0648	K17817
KOG1410	K18460
COG5170	K04354
KOG3836	K09103
KOG0760	K15113
2C2XZ	K19999
KOG2430	K10086
2BTUA	K15324
KOG0750	K15107
2CMFK	K01059
28P84	K17577
2F8FR	K04257
2F8GN	K04257
KOG1057	K13024
2E5VA	K05433
KOG4428	K01109
KOG3285	K02537
2C91W	K04402
28JCF	K05064
2CD0Q	K05065
KOG2945	K13199
KOG1780	K11099
2CMX8	K05906
KOG3263	K12846
2EKU6	K15215
KOG4512	K15133
KOG3228	K12863
2CXPW	K13649
2C9E4	K03985
2EIRA	K16825
KOG1785	K04707
2E81P	K22287
2D7SQ	K13135
KOG3946	K00683
2CJRT	K06552
298J5	K06783
KOG4181	K18735
2CYFS	K06499
2CNHH	K06578
KOG3296	K11518
2E8B8	K22286
28NNJ	K09253
KOG2548	K13168
KOG1908	K17576
KOG3316	K20304
2CMW0	K04312
KOG1895	K06100
KOG2191	K14944
28IZ0	K16755
KOG4252	K06234
KOG3633	K09556
KOG4781	K16339
KOG1987	K10523
KOG1041	K11593
KOG0637	K15378
28K94	K15867
KOG1953	K20306
2D13U	K06846
KOG1892	K05702
KOG1642	K01166
28IVC	K16546
KOG2321	K14788
COG5127	K02148
KOG0681	K11672
2C2C1	K16805
2EVKV	K21409
KOG1865	K11855
KOG1872	K11843
2CMJV	K10062
KOG2491	K12878
KOG2240	K01527
KOG4481	K18161
KOG2580	K17804
KOG0983	K04431
KOG4283	K10570
2C263	K18160
KOG4370	K08773
2CMIW	K21436
2C8C5	K02273
KOG3385	K08504
2EFGQ	K04257
KOG2001	K16569
2BV2Y	K19534
2FCKK	K21250
28JWB	K15493
COG1552	K02927
2DFB8	K05444
2EBQC	K04002
KOG3710	K09592
2A5J3	K05901
2CY99	K16655
KOG1621	K00911
KOG3537	K06057
2A6DW	K06752
KOG3126	K15040
KOG2740	K12398
COG5086	K10735
COG5123	K03123
28NCF	K18448
28HE8	K19367
2CA7S	K14361
COG5198	K10703
KOG4261	K06271
KOG1400	K11793
2CP2Z	K05067
KOG4081	K10420
KOG3554	K11660
28HHP	K13142
KOG4200	K19365
COG5095	K03131
KOG3763	K14284
KOG0812	K08490
KOG3881	K14841
KOG3996	K01764
28PE4	K16612
KOG2956	K16578
KOG4208	K14838
KOG4240	K20685
KOG4465	K11089
COG5157	K15175
2ABRC	K05259
COG4281	K08762
28PZC	K13884
COG5216	K15455
KOG0493	K09319
KOG4285	K14313
KOG3688	K13755
KOG1917	K05750
2D6GN	K06499
2E2M5	K17561
KOG0642	K17608
KOG4236	K06070
COG4724	K01227
295G1	K08403
KOG3736	K00710
2CMZ3	K16482
28KDJ	K10313
KOG1585	K21198
KOG1893	K22128
28IMS	K17595
2DG4Q	K03160
28P6D	K17584
2CNE1	K17604
KOG4801	K08707
KOG0185	K02736
292HY	K06102
KOG4418	K08469
KOG3986	K07189
COG1603	K03539
KOG0392	K15192
KOG3606	K06093
2E3B8	K05408
2DAMI	K05511
KOG0826	K13345
KOG0271	K14855
2FCF9	K21093
28I8Q	K00546
KOG3524	K20704
KOG1901	K20102
KOG0076	K07952
KOG0495	K12855
KOG4051	K11343
28P3K	K09092
KOG0301	K14018
2E30I	K02273
2C6PS	K02158
KOG1088	K15448
2CNB7	K14970
KOG2993	K17906
KOG2085	K11584
KOG0073	K07943
2CBIM	K17390
KOG4034	K17430
COG5214	K02321
KOG0758	K15109
28KP4	K04735
2E4RT	K10745
2CF5P	K19022
KOG3576	K09216
KOG1735	K05765
KOG3819	K16758
COG5247	K21752
KOG2217	K11984
KOG4233	K21870
COG5182	K12829
COG5197	K20362
KOG2729	K20368
KOG2320	K17638
KOG1479	K15014
KOG3842	K11964
KOG3675	K01277
2CMUT	K16746
KOG4130	K08658
KOG2488	K20794
KOG2346	K20296
2CM97	K09676
KOG0084	K07874
KOG0130	K12876
KOG2587	K03023
2CB0Y	K16673
29I1H	K06542
28Q18	K04257
2F9YV	K11794
KOG1731	K10758
2CM7E	K03995
2E6Q2	K12797
2CN67	K03996
KOG4479	K11368
28K7F	K22455
29PIB	K20004
28NY2	K05449
2BVIJ	K05634
KOG4231	K16815
KOG0394	K07897
KOG0210	K01530
KOG2997	K10295
28MJ9	K21598
KOG3754	K11204
2BQ6K	K17595
28KSI	K10888
28ID1	K02098
2BXFH	K19942
2CMWS	K00569
KOG2266	K17046
2DGR9	K11112
KOG4549	K17619
KOG1213	K06670
29HXM	K04693
KOG4242	K20493
2DAPC	K05307
KOG3117	K14765
2CYXW	K05493
KOG2416	K12875
2CNGD	K16587
KOG0822	K02516
KOG2188	K14790
2D3P1	K16574
KOG0593	K08824
29XT5	K13153
KOG3830	K20406
KOG0129	K02602
KOG1632	K14960
COG5074	K08486
KOG0599	K00871
KOG0978	K10696
2E0RP	K16831
KOG4344	K16572
KOG3534	K05749
KOG4275	K20804
KOG4789	K17599
2EY77	K05514
KOG4294	K03440
28J17	K14307
KOG1566	K08272
28KCN	K06847
COG5181	K12828
28JSJ	K06106
KOG4795	K15186
2C8FE	K01202
28K11	K04288
2CMXT	K06527
KOG2811	K15446
2CMEI	K16487
KOG1497	K12178
KOG1171	K21776
KOG0307	K14005
COG4229	K09880
KOG1590	K22138
2C13H	K10089
COG1631	K02929
KOG2147	K14766
28IQ9	K04533
COG5245	K10408
2CZJC	K20863
2A0Z9	K06566
28NV8	K05169
291J2	K05263
KOG3557	K17277
2CMTU	K17199
KOG2091	K17525
28Q1J	K05402
KOG0588	K08796
2DHW5	K08725
KOG4115	K10419
2APS8	K21247
28IB7	K14971
KOG1656	K12194
KOG1151	K08864
KOG1619	K08360
KOG0751	K15105
KOG2696	K11303
KOG4462	K19475
COG2820	K00757
COG5147	K09422
KOG1525	K11267
KOG4751	K08775
28PQ1	K18762
28MMH	K10274
29ZIY	K03171
2E3KR	K11114
2APN4	K11512
KOG1916	K12616
2BWJ1	K11270
KOG2048	K14548
KOG4006	K14443
KOG3927	K01540
28JCV	K17565
COG5152	K13127
2BW5E	K16530
KOG1295	K14328
KOG2891	K13169
KOG0283	K20241
KOG1110	K17278
2AFDX	K05076
28ISB	K15010
KOG3276	K09131
2DJH7	K18708
KOG1118	K11247
2BYBV	K20479
KOG2113	K15686
28I6S	K21988
2CH16	K15211
28KKK	K10800
COG5541	K20472
2FCKY	K06815
KOG4803	K11579
28KE0	K12359
KOG1689	K14397
2C0K6	K16747
KOG2168	K14309
KOG4583	K14027
2A9TM	K16742
2EI05	K05508
KOG0267	K18643
28K4K	K16759
KOG4211	K12898
KOG3489	K17780
KOG2155	K16609
2CCV7	K18452
KOG2856	K20123
KOG4042	K10428
COG5174	K03137
COG5129	K14831
2EEEP	K04257
2FJKI	K04257
28PUD	K04847
2FCJ1	K17587
2CKF5	K05439
28NCU	K21873
KOG2864	K06316
KOG0589	K08857
KOG4800	K17271
KOG1894	K20826
KOG2435	K18159
2DEWV	K11565
KOG2405	K18740
COG5296	K15178
KOG0125	K14946
28IV8	K20649
KOG3284	K12184
COG5161	K14401
COG5169	K09419
KOG0650	K14824
2CM96	K14480
KOG2502	K19600
KOG3841	K09448
28II7	K10892
COG5251	K03135
2EUC4	K05479
2EQ1P	K05469
28JPZ	K11504
KOG3161	K15690
KOG3260	K04507
KOG1913	K20353
28MU4	K14281
KOG1782	K12620
28IE4	K17547
KOG2164	K15707
28KT4	K00463
2CXR6	K00463
COG4299	K10532
2CMK1	K16536
COG2118	K06875
KOG3874	K08331
KOG1820	K16803
KOG4328	K10140
KOG0144	K13207
KOG1719	K14165
KOG2745	K17885
29W9B	K05360
KOG3837	K18260
KOG2889	K12849
KOG1406	K08764
KOG3392	K12877
KOG1841	K04679
KOG3665	K10350
28N0C	K16674
28K1F	K10628
28P08	K10988
29ANF	K12020
KOG3293	K12623
KOG3160	K08059
2FEE0	K21999
KOG4000	K12186
KOG3592	K10429
KOG1011	K15293
KOG4179	K11703
2BNIX	K17309
KOG0313	K14863
28Q9Z	K21595
KOG4631	K03959
KOG4688	K21844
2C056	K05435
KOG4116	K00418
COG5201	K03094
KOG0077	K07953
COG5603	K20301
KOG3886	K16185
COG5028	K14007
KOG2354	K14721
KOG1210	K04708
KOG0739	K12196
29P83	K05147
KOG2215	K19986
COG5254	K21848
KOG2307	K20289
28PPB	K14862
KOG4121	K14300
2B6TX	K16454
KOG2219	K19513
KOG2538	K02605
28Q0B	K05843
2CN92	K10480
KOG4780	K20827
COG5150	K21751
KOG4326	K02129
2AUE0	K13134
KOG1456	K13159
COG1565	K18164
COG5593	K14832
2CF74	K15294
KOG1169	K00901
2CWCI	K05171
KOG4008	K14545
2CUDK	K02270
KOG3963	K17834
2CM0M	K17543
2BCSB	K14529
2B269	K16535
KOG2055	K14553
COG1756	K14568
KOG4438	K11548
2ARWE	K20188
KOG1884	K19026
KOG1425	K13110
KOG4813	K03245
COG5080	K20363
2CN10	K08383
28WTP	K08420
KOG0897	K10582
28WN4	K08270
KOG1340	K12382
KOG1480	K07521
2CIP7	K07818
COG5026	K00844
KOG0953	K17675
KOG3063	K18466
28N65	K13097
KOG2204	K01230
2DGIC	K06449
KOG3814	K04510
2CN2I	K19533
KOG2176	K19985
KOG0483	K09338
KOG4828	K11877
KOG4596	K13138
28HB1	K08431
28MMF	K04246
KOG3477	K18183
KOG2687	K19347
2CMTW	K19759
COG4725	K05925
28J8F	K00976
COG1590	K15450
28P8Y	K10339
28MII	K01047
28KM7	K03344
28HC5	K00738
KOG4799	K02907
COG5213	K14405
KOG3414	K12859
28KIC	K16580
2CMK2	K22257
28NAP	K12566
2CY1R	K08774
KOG4714	K14305
KOG0608	K08791
KOG3777	K18668
KOG1240	K08333
KOG1738	K17536
KOG1589	K22139
KOG3224	K17607
2EN6V	K18615
2E3M7	K06459
2CZN5	K06458
KOG1558	K14709
2BZWP	K01168
2FCQ2	K01172
2CV4B	K16633
29EAY	K10639
2D247	K04257
KOG4684	K13084
2CNEK	K04257
COG4934	K01279
KOG3045	K14850
COG5162	K03134
KOG3876	K20314
2F6DW	K04257
2D9CF	K04257
2CUQJ	K04257
2ADMU	K04257
KOG2950	K13099
2CZSG	K06477
2CH14	K14973
2CM9A	K17266
2AISN	K11669
KOG0577	K04429
KOG4694	K19384
COG1258	K07583
2CMKZ	K09254
28J06	K16772
COG5192	K14569
COG2053	K02979
KOG4630	K03951
2BY34	K06635
KOG2560	K12819
KOG4314	K15288
KOG3057	K02267
KOG4836	K17796
2C6Z8	K10298
29CNC	K09236
28NH9	K06974
KOG2081	K15436
KOG3088	K19995
COG5520	K01201
2CYJB	K06568
KOG1623	K15382
KOG3726	K22375
KOG3484	K02219
28S0B	K13273
2A1EX	K05055
2BX46	K16220
KOG1833	K14314
2B0FD	K20002
COG5479	K01446
KOG4262	K13140
COG5275	K10754
KOG2247	K19671
2BVVV	K22000
2986J	K19598
COG5137	K10753
KOG1639	K10258
KOG3468	K03963
2CMHE	K11791
28M8U	K08091
KOG2576	K03849
KOG4516	K03968
KOG2259	K13141
KOG1772	K02152
28M54	K09256
COG5041	K03115
2EA68	K06743
2C90B	K20005
2EZG8	K06846
KOG2390	K18270
KOG2674	K08342
KOG2196	K14306
28JY8	K06087
KOG1045	K20798
KOG0036	K14684
KOG2888	K12850
2C52Y	K10031
2CMI7	K11589
28MQR	K22284
COG5017	K07432
COG5047	K14006
28P25	K07002
COG5111	K03025
KOG2341	K03129
KOG1073	K18749
KOG3037	K06691
KOG3486	K02971
2CN12	K16737
KOG4281	K10712
2D12M	K21246
28M88	K08290
KOG0662	K02090
KOG2173	K17907
KOG1559	K01307
2CB2V	K14860
KOG2236	K14763
KOG0761	K15119
KOG3929	K10417
KOG4318	K17964
2CW9W	K04257
KOG4616	K17436
28HD2	K15258
2CNHW	K14678
2A4N8	K15295
KOG4077	K02264
KOG2567	K14525
2C50A	K10567
COG5602	K11644
KOG3132	K13151
KOG2528	K17923
KOG3597	K08115
2CV1G	K06751
KOG4340	K19683
2CMAR	K20313
COG5407	K09540
KOG4715	K11651
28M49	K07604
2EGEV	K07604
28M07	K07604
28N6W	K07604
2CYB7	K08449
28PPS	K10138
2CMJK	K15708
2BWY4	K11503
KOG0882	K12736
2ARFT	K05425
2D9WP	K05458
28KHU	K10302
28P0X	K16519
28I6H	K20775
KOG1407	K12880
COG5053	K03259
2CMDT	K19754
COG5217	K10436
KOG2947	K00846
KOG0771	K14003
KOG1266	K08875
KOG3616	K19676
28IGQ	K11316
KOG1532	K06883
28N8P	K12173
KOG3670	K14621
KOG4547	K14546
KOG3466	K03965
KOG3666	K18464
28J43	K20128
28N9B	K05450
2AGZ0	K05229
KOG4496	K18463
2CMK5	K08239
291C9	K19528
KOG2137	K17541
KOG0680	K11662
KOG1823	K14772
KOG2122	K02085
COG1400	K03105
KOG3026	K12839
28JN7	K17965
2E5FT	K03505
2EIWV	K08436
KOG0545	K17767
28K1I	K03899
KOG0665	K04440
KOG2064	K07759
28HVY	K09289
28RVX	K19993
28PEM	K08378
KOG4091	K09275
KOG2220	K12200
2CMYB	K16550
KOG1267	K15032
KOG0270	K14791
28M5S	K10293
COG5144	K03144
KOG4601	K19573
KOG4021	K16174
28HR7	K17552
28SBB	K06751
COG2023	K03540
KOG3380	K05754
KOG0992	K16731
COG5131	K12161
COG5031	K18586
28JSR	K15170
28KWZ	K11310
2CAZQ	K07206
2C2NA	K16479
28N8R	K18625
KOG2343	K20823
KOG2345	K08856
2B860	K10980
KOG4445	K10640
COG5209	K12606
2EJZA	K08400
COG1997	K02921
2BXH5	K18773
KOG2056	K12471
KOG0120	K12837
2D165	K22265
KOG3389	K03937
COG1537	K06965
KOG3005	K15078
KOG3038	K11364
KOG4319	K15626
KOG1076	K03252
KOG3880	K12389
28HSW	K17252
KOG3014	K11268
COG1243	K07739
KOG4493	K19730
KOG2257	K03861
KOG4430	K10631
KOG4633	K03962
28K52	K04191
28J4B	K19400
2CCQH	K06732
KOG2996	K05730
KOG4757	K11109
2CZXF	K12333
28KGR	K20072
KOG1090	K18061
2C1MS	K16456
29SWE	K18271
KOG1297	K13121
2CHIA	K16522
29A0D	K17575
KOG3705	K00717
KOG2261	K11322
2E5PP	K01185
KOG0201	K08838
28QWP	K10162
2E250	K02271
28N0Y	K04322
KOG4065	K20364
KOG4162	K21843
KOG3144	K05287
28YD6	K15261
KOG0124	K12838
COG2092	K03232
COG5045	K02947
2BXWY	K20001
29NCK	K06846
KOG4028	K16745
COG2238	K02966
KOG3142	K20359
KOG1388	K16795
28J0J	K10378
KOG1781	K12626
KOG3924	K11427
KOG0607	K04372
2E27Q	K00420
28HS7	K15159
2C0PT	K16519
2EMB3	K06779
KOG3456	K03939
28H7W	K06535
2BWPE	K16581
KOG3128	K01081
28NRI	K19025
KOG2110	K17908
28P96	K10284
2EPII	K08694
KOG2088	K13806
KOG3669	K17988
KOG1523	K05757
COG5084	K14404
KOG4092	K02130
2EFD8	K04257
COG5196	K10949
2BXVW	K21290
2CN6X	K11501
28J2I	K19408
2B3J8	K19289
2CMTE	K12006
KOG4761	K06700
28NT6	K16472
2CN0J	K20033
KOG2853	K18166
2CFMF	K05403
COG5075	K12584
KOG1512	K22197
KOG2061	K14801
COG2101	K03120
28P69	K22154
2CGZK	K22421
KOG3145	K12386
KOG1926	K02331
COG5072	K16315
KOG3895	K19941
2CMAG	K16459
KOG2433	K01376
KOG1806	K12874
COG2260	K11130
2C262	K05241
KOG1945	K17551
KOG4456	K11515
2CM49	K17571
2EKAF	K19722
KOG1982	K14845
28IDD	K15182
28KB3	K06712
296WV	K08880
28NP3	K10321
2CN7A	K19930
KOG4599	K17426
COG5215	K14293
KOG4241	K02864
KOG4407	K20315
28NVE	K17699
KOG3441	K02874
COG5594	K21989
28NSP	K13999
KOG0611	K08800
KOG3578	K18465
28PXY	K04729
KOG4624	K18171
28M43	K20283
KOG0426	K04555
KOG0033	K04515
2CNV8	K14562
KOG0153	K12872
KOG3896	K10426
2CN1F	K17962
KOG0709	K09048
KOG0782	K00901
KOG0584	K08867
28KS5	K16757
2CYUH	K06541
2CN4S	K19875
28P0M	K19529
KOG4182	K20294
KOG1086	K12404
2CMPZ	K10897
KOG3121	K10427
2D1HN	K12023
KOG2460	K03107
KOG4772	K15326
KOG2344	K07195
KOG4572	K17589
KOG0406	K00799
KOG4114	K18178
28P4Y	K05148
2AH4M	K05244
2C2HT	K02373
2DAX2	K08395
2CH2M	K12383
2CYPH	K18170
COG5051	K02920
29SZQ	K05842
2D1W7	K04257
290XZ	K20287
KOG4364	K10750
2CEGP	K16668
COG1889	K14563
2CMZM	K12327
COG5175	K10643
KOG1835	K14310
KOG0767	K15102
KOG4778	K17421
COG5140	K14016
KOG2627	K13118
KOG4274	K15157
KOG4792	K04438
KOG0973	K11293
KOG0756	K15100
KOG0836	K10364
2B7K5	K15432
KOG3873	K12351
2CF8S	K06546
29ZJI	K20041
2EM4U	K16350
28J7Y	K16538
KOG3976	K02127
2CWNR	K12456
2C3NY	K16763
KOG0094	K07893
KOG2129	K09288
KOG0915	K11886
28UHV	K04257
COG5290	K11373
COG5044	K17255
2C91G	K05074
KOG1996	K12840
2D48Y	K05068
28KWJ	K10053
KOG1044	K07520
2A8SS	K16361
KOG2312	K11765
2BRY5	K06551
KOG3937	K13205
28KVH	K16464
KOG2873	K17662
COG1976	K03264
2C0Q3	K06557
COG5223	K14769
COG5188	K12827
28JRC	K11514
KOG4001	K10410
KOG3856	K11344
28IRZ	K13112
KOG3330	K20302
KOG1882	K13108
2951H	K04257
2CN9H	K20020
28MVZ	K06716
KOG1734	K15698
28KWP	K16808
28NSB	K05156
KOG4060	K17429
KOG4138	K18177
2CMSF	K16751
2D0W0	K04897
2D1CV	K04257
2CD5E	K20397
KOG1591	K00472
KOG2625	K20310
KOG3715	K09594
KOG2582	K12177
2D40N	K15149
COG5387	K07556
COG1163	K06944
KOG4027	K16744
COG4502	K01081
2C105	K06975
KOG3590	K16526
KOG0999	K18739
KOG0012	K11885
2C0NN	K17306
28PHF	K11542
KOG2034	K20181
COG3703	K07232
KOG2146	K13171
2CWIQ	K05138
2D4XB	K17694
2ACCI	K03987
2CT4M	K05140
KOG4032	K14800
2E0DZ	K11299
KOG3451	K10845
2BYC1	K16854
COG5191	K14557
KOG2350	K11463
28N1F	K05970
KOG3080	K14823
KOG3583	K15129
2BFRY	K11508
KOG4749	K10572
KOG0150	K13220
KOG1156	K20792
2CGF8	K20190
2EEP0	K04257
KOG0416	K10576
28IWM	K16455
COG5240	K17267
KOG3300	K11353
KOG3130	K17560
28JHM	K16778
28PRK	K16754
29VEA	K22195
KOG2899	K15190
2D4X5	K19193
29XAD	K05437
KOG0096	K07936
KOG3447	K02961
KOG1832	K11789
KOG0299	K14793
KOG1603	K07213
28PSY	K19202
29EJK	K06547
KOG1104	K12882
COG5145	K10847
KOG3457	K09481
KOG2149	K14827
2CN5K	K12004
2E2YV	K04008
28MXV	K18743
KOG2709	K19366
2BXE4	K13907
2CTH7	K06058
2918S	K16541
28J9F	K00552
KOG3190	K14795
2E3DC	K06056
KOG3861	K19681
KOG4420	K22077
2CIFJ	K18182
COG5097	K15128
28N9M	K13170
28Y77	K15212
28KQY	K10306
KOG2987	K04712
KOG3465	K03109
KOG3995	K00452
2AS3C	K05228
2A4AN	K11507
28Q0U	K11471
2CYBU	K10785
KOG4559	K16750
KOG3813	K17494
KOG1915	K12869
28P19	K21387
2CB2G	K03691
COG3404	K13990
2F6TM	K21129
KOG4725	K20358
KOG2652	K03122
KOG2677	K20067
28JXS	K04273
2CXGB	K04323
2CUIV	K00799
COG3733	K00276
KOG3500	K02153
COG5164	K15172
KOG2478	K15174
KOG0264	K10752
2F306	K14734
KOG1955	K20068
2CMAU	K10310
2D7P8	K06713
KOG3983	K15620
28MNG	K17527
KOG1630	K21890
28JV6	K05457
28NBZ	K10291
KOG0389	K14439
2D9H8	K04257
29H3F	K04257
KOG2264	K02370
KOG1319	K09113
KOG4603	K06695
28I1N	K19387
2E0PJ	K05246
KOG2233	K01205
COG3320	K13356
KOG3362	K11663
KOG0279	K14753
COG2147	K02885
28HMI	K15144
2C72S	K15167
2CMD8	K13163
KOG4264	K14323
28NDU	K04182
28KNG	K00553
2CIQ5	K22142
KOG2581	K03033
KOG2391	K12183
KOG2074	K03141
KOG3621	K20191
2CYJE	K17310
28K6Y	K16523
KOG2473	K15202
KOG3304	K15139
KOG3568	K00503
KOG3426	K03950
2F0WY	K05151
KOG2327	K10884
KOG2072	K03254
KOG3514	K07377
KOG4068	K12189
KOG2751	K08334
KOG4782	K18175
2CMVX	K01084
KOG4351	K17987
KOG3201	K18826
2CMMI	K14137
28P45	K16812
KOG3849	K03691
2CNJN	K11471
KOG4760	K17815
2CY9W	K07541
2AS4U	K16801
2BXGD	K14360
2CP26	K13087
28N08	K22017
KOG3499	K02923
KOG2114	K20179
COG5122	K20303
COG1626	K01194
