,bin_names,K00626,K01848,K01849,K01964,K05606,K14465,K14466,K14534,K15016,K15018,K15019,K15020,K15036,K15037,K15038,K15039,mOTU,gtdbtk_classif_r207,percent_completion
359,bulkbins-MOSAIC-MIME-BINNING-25_bin-06,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,70.4225352112676
360,bulkbins-MOSAIC-MIME-BINNING-603_bin-030,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,71.83098591549296
361,ERR3589571.62,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
362,MOSAIC-MIME-BINNING-2403_bin-062,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_154,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_B;s__Rhodococcus_B sp001942265,98.59154929577464
363,ERR3589558.40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_088,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,63.38028169014085
364,bulkbins-MOSAIC-MIME-BINNING-1703_bin-049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,95.77464788732394
365,bulkbins-MOSAIC-MIME-BINNING-2303_bin-084,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,92.95774647887325
366,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-160,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_512,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
367,SRR8437082.26,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_741,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002698265,28.169014084507047
368,bulkbins-MOSAIC-MIME-BINNING-17_bin-31,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,80.28169014084506
369,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4150,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_416,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__,67.6056338028169
370,bulkbins-ODEN-2013-BINNING-COASS_bin-5008,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,90.14084507042251
371,bulkbins-MOSAIC-MIME-BINNING-1303_bin-063,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_770,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp905181925,69.01408450704226
372,bulkbins-MOSAIC-MIME-BINNING-1503_bin-023,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,83.09859154929578
373,bulkbins-ODEN-2013-BINNING-all-COASS_bin-02109,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_146,,1e-05
374,ODEN-2013-BINNING-medium-COASS_bin-4902,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_835,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,71.83098591549296
375,bulkbins-MOSAIC-MIME-BINNING-31_bin-012,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,74.64788732394365
376,bulkbins-MOSAIC-MIME-BINNING-2503_bin-003,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,91.54929577464787
377,SRR8437079.38,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_172,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp012960315,83.09859154929578
378,bulkbins-MOSAIC-MIME-BINNING-17_bin-47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,97.1830985915493
379,MOSAIC-MIME-BINNING-ClusterAss-3b_bin-183,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_369,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium sp900539805,100.0
380,MOSAIC-MIME-BINNING-ClusterAss-2_bin-647,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_875,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__,1e-05
381,bulkbins-ODEN-2013-BINNING-all-COASS_bin-04869,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,100.0
382,MOSAIC-MIME-BINNING-3303_bin-84,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
383,ODEN-2013-BINNING-medium-9_bin-0510,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_088,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,71.83098591549296
384,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-317,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_669,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__,94.3661971830986
385,bulkbins-MOSAIC-MIME-BINNING-1203_bin-009,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_770,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp905181925,53.52112676056338
386,SRR13153511.24,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_278,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__Casp-Chloro-G4;s__,85.91549295774648
387,SRR8436651.34,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,1e-05
388,ODEN-2013-BINNING-medium-22_bin-415,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_088,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,1e-05
389,MOSAIC-MIME-BINNING-ClusterAss-2_bin-359,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_419,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,94.3661971830986
390,ERR868495.18,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,71.83098591549296
391,SRR5819595.72,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
392,bulkbins-MOSAIC-MIME-BINNING-2603_bin-034,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,88.73239436619718
393,bulkbins-MOSAIC-MIME-BINNING-2903_bin-035,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_390,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,70.4225352112676
394,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-178,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_770,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp905181925,36.619718309859145
395,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-197,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,91.54929577464787
396,MOSAIC-MIME-BINNING-3003_bin-26,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,70.4225352112676
397,bulkbins-MOSAIC-MIME-BINNING-1603_bin-110,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,91.54929577464787
398,bulkbins-MOSAIC-MIME-BINNING-2303_bin-116,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,97.1830985915493
399,bulkbins-ODEN-2013-BINNING-medium-11_bin-0495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_381,,1e-05
400,bulkbins-MOSAIC-MIME-BINNING-903_bin-033,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,97.1830985915493
401,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-537,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_098,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CPC320;s__CPC320 sp002336405,100.0
402,bulkbins-MOSAIC-MIME-BINNING-25_bin-74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,85.91549295774648
403,ERR599159.41,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,1e-05
404,SRR13153534.22,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,94.3661971830986
405,SRR11627979.27,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,63.38028169014085
406,bulkbins-ODEN-2013-BINNING-medium-13_bin-1375,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,53.52112676056338
407,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-331,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_610,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__GCA-002724395;s__,94.3661971830986
408,bulkbins-MOSAIC-MIME-BINNING-1303_bin-001,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,84.50704225352112
409,bulkbins-MOSAIC-MIME-BINNING-2103_bin-101,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp905182415,88.73239436619718
410,ERR3589575.24,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,94.3661971830986
411,MOSAIC-MIME-BINNING-2103_bin-112,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_669,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__,1e-05
412,bulkbins-ODIN-2013-BINNING-6_bin-24,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,33.80281690140845
413,bulkbins-ODIN-2013-BINNING-6_bin-09,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,94.3661971830986
414,ERR3589554.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_088,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,63.38028169014085
415,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4741,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,83.09859154929578
416,SRR13153458.19,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
417,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-6093,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_606,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,84.50704225352112
418,ERR3589579.58,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,94.3661971830986
419,bulkbins-ODEN-2013-BINNING-COASS_bin-4526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_770,,1e-05
420,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-606,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_402,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__JABJJH01;s__,85.91549295774648
421,bulkbins-MOSAIC-MIME-BINNING-2703_bin-91,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp905182415,76.05633802816901
422,bulkbins-MOSAIC-MIME-BINNING-2203_bin-39,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_788,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,91.54929577464787
423,bulkbins-MOSAIC-MIME-BINNING-3103_bin-15,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,100.0
424,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-330,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,42.25352112676056
425,SRR5262292.17,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_653,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__UBA11650 sp002708395,84.50704225352112
426,bulkbins-MOSAIC-MIME-BINNING-703_bin-056,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,97.1830985915493
427,ERR3589580.24,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,57.74647887323944
428,bulkbins-MOSAIC-MIME-BINNING-903_bin-056,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_512,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,1e-05
429,bulkbins-MOSAIC-MIME-BINNING-3303_bin-90,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,100.0
430,SRR9039929.99,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_551,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__;g__;s__,83.09859154929578
431,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-252,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_043,,100.0
432,ODEN-2013-BINNING-all-COASS_bin-05571,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_835,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,66.19718309859155
433,bulkbins-MOSAIC-MIME-BINNING-2703_bin-12,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,100.0
434,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-5484,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,100.0
435,SRR10912889.3,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,52.11267605633803
436,MOSAIC-MIME-BINNING-ClusterAss-3b_bin-175,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_669,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__,56.338028169014095
437,bulkbins-MOSAIC-MIME-BINNING-2503_bin-036,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_902,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA11791;s__,1e-05
438,SRR4028167.8,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_733,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp009392075,81.69014084507042
439,bulkbins-MOSAIC-MIME-BINNING-603_bin-052,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,95.77464788732394
440,MOSAIC-MIME-BINNING-ClusterAss-2_bin-143,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_025,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__,100.0
441,SRR9019729.55,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_407,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VXYK01;s__,94.3661971830986
442,SRR10912889.19,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,92.95774647887325
443,bulkbins-MOSAIC-MIME-BINNING-603_bin-057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,59.15492957746479
444,bulkbins-ODIN-2013-BINNING-13_bin-39,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_397,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182325,98.59154929577464
445,SRR9019654.17,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,70.4225352112676
446,bulkbins-MOSAIC-MIME-BINNING-17_bin-67,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,85.91549295774648
