members,K00024,K00169,K00170,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01959,K01960,M00620
SRR5819552.61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819552.70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819552.78,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR5819552.9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR5819594.35,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR5819595.19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819595.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819595.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819595.57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819595.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819595.66,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819595.73,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819607.14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819607.30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819607.41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819607.45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819607.46,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819607.56,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819607.6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819607.74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819607.80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819607.81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819754.20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819754.45,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR5819754.48,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
SRR5819754.54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819754.69,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819754.77,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR5819754.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819754.83,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR5819848.37,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR5819848.45,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR5819848.48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819848.57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819848.67,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR5819848.79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5976591.17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5976591.24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5976591.32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5976592.19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5976592.32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5976592.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5976594.17,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR5976594.27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5976594.32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR5976594.35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5976595.26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.07142857142857142
SRR7155205.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR7155205.12,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR7155205.27,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR7155205.31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR7155206.2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR8436651.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR8436651.12,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR8436651.28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR8436651.8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR8436652.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR8436652.5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR8437079.10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR8437079.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR8437079.45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR8437079.57,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR8437082.11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR8437082.12,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR8437082.21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR8437082.36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR8437082.52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR8437082.9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR9019637.33,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
SRR9019637.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019637.52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019637.54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019637.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019638.40,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019638.52,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019638.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019638.77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019638.97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019639.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019639.23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019639.38,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0.10714285714285714
SRR9019639.57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019639.66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019640.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019640.109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019640.115,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019640.24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019640.31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019640.5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR9019640.66,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019640.75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019641.14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019641.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019641.19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019641.20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019641.34,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0.21428571428571427
SRR9019641.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019641.54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019641.57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019641.9,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019642.11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019642.13,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019642.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019642.20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019642.22,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0.21428571428571427
SRR9019642.31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019642.42,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019642.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019642.75,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019642.80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019642.92,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019654.14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019654.29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019725.10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR9019725.23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019725.28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019726.119,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR9019726.131,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019726.17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019726.18,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019726.21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019726.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019726.31,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019726.37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019726.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019726.84,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.87,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
SRR9019726.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019727.15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019727.24,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR9019727.26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019727.5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019728.11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR9019728.12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019728.21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019728.24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019729.102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019729.106,3,0,0,0,2,2,0,0,0,0,3,3,0,0,0.35714285714285715
SRR9019729.114,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019729.122,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019729.136,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019729.138,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019729.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019729.28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019729.35,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR9019729.44,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.69,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21428571428571427
SRR9019729.89,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0.10714285714285714
SRR9019729.95,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019730.11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR9019730.34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019730.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019730.7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019744.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019744.28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019744.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019744.35,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR9019744.39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019745.33,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019745.37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019745.44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019758.13,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019758.17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019759.13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019759.38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019759.58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019759.60,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019759.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019759.83,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019759.89,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0.10714285714285714
SRR9019759.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019760.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019760.23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019760.34,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR9019760.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019761.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019761.22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019761.41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019762.113,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019762.116,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.12,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9019762.121,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019762.122,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019762.130,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019762.37,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR9019762.51,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019762.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019762.72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9019762.96,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR9019762.98,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019762.99,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
SRR9019763.11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9019763.18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9019763.31,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0.10714285714285714
SRR9019763.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9019763.47,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9019763.84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9020461.101,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
SRR9020461.110,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9020461.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9020461.19,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0.17857142857142858
SRR9020461.33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9020461.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9020461.47,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR9020461.54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9020461.58,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9020461.60,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9020461.7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR9020461.94,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9039920.108,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9039920.120,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.124,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0.21428571428571427
SRR9039920.14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.149,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR9039920.162,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9039920.163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9039920.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9039920.173,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9039920.29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9039920.44,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.66,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9039929.108,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.114,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9039929.134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9039929.145,3,0,0,0,0,2,0,0,0,0,3,3,0,0,0.32142857142857145
SRR9039929.21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9039929.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR9039929.27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR9039929.29,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9039929.70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9039929.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9039929.90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9039929.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR9040001.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR9040001.28,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR9040001.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-012,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1003_bin-023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1003_bin-026,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-030,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-034,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-037,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-040,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-047,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-1003_bin-052,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-053,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0.25
bulkbins-MOSAIC-MIME-BINNING-1003_bin-057,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-069,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-075,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-083,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-086,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-088,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-1003_bin-094,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0.10714285714285714
bulkbins-MOSAIC-MIME-BINNING-1003_bin-095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-unbinned,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-05,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1103_bin-33,6,0,0,0,0,0,0,0,0,0,9,3,0,0,0.2857142857142857
bulkbins-MOSAIC-MIME-BINNING-1103_bin-39,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0.10714285714285714
bulkbins-MOSAIC-MIME-BINNING-1103_bin-40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-55,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1103_bin-59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1103_bin-73,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1103_bin-75,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1103_bin-76,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1103_bin-79,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-unbinned,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1203_bin-001,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1203_bin-002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1203_bin-004,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1203_bin-013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
