members,K00297,K01491,K01938,K15022,M00377
bulkbins-ODEN-2013-BINNING-all-COASS_bin-04983,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-05027,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-05051,1,1,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-all-COASS_bin-05150,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-05305,1,2,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-all-COASS_bin-05514,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-05995,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-06281,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-07396,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-07667,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-08744,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-10792,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-11878,1,0,1,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-medium-11_bin-0500,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-11_bin-0965,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-13_bin-0541,2,1,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-medium-13_bin-0646,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-13_bin-0675,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-13_bin-1391,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-13_bin-1409,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-13_bin-1994,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-22_bin-324,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-3_bin-410,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-3_bin-536,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-4_bin-0639,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-4_bin-0767,0,0,0,1,0.0
bulkbins-ODEN-2013-BINNING-medium-4_bin-1134,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-9_bin-0506,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4335,0,0,0,1,0.0
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4534,1,1,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4616,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4738,1,1,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4741,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4766,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4835,1,0,1,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-5058,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-5288,2,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-5631,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-5997,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-6225,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-6539,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-medium-COASS_bin-9196,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-11_bin-14,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-11_bin-unbinned,1,0,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-13_bin-03,1,0,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-13_bin-39,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-13_bin-42,0,2,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-13_bin-43,1,1,0,0,0.2222222222222222
bulkbins-ODIN-2013-BINNING-13_bin-47,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-13_bin-48,0,0,1,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-17_bin-17,1,0,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-17_bin-31,0,0,1,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-17_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-22_bin-02,1,0,1,0,0.2222222222222222
bulkbins-ODIN-2013-BINNING-22_bin-10,1,0,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-22_bin-23,1,1,0,0,0.2222222222222222
bulkbins-ODIN-2013-BINNING-3_bin-03,1,1,0,0,0.2222222222222222
bulkbins-ODIN-2013-BINNING-3_bin-09,1,0,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-4_bin-20,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-4_bin-unbinned,1,0,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-6_bin-01,1,1,0,0,0.2222222222222222
bulkbins-ODIN-2013-BINNING-6_bin-15,0,1,0,0,0.1111111111111111
bulkbins-ODIN-2013-BINNING-6_bin-25,1,1,0,0,0.2222222222222222
bulkbins-ODIN-2013-BINNING-6_bin-unbinned,1,0,0,0,0.1111111111111111
